customer_id,reporting_week,mcc,spend_amount,transaction_count,avg_ticket_amount
CUST00298,2025-11-11,5541,1622.97,28,57.96
CUST00130,2025-11-11,5912,1110.16,9,123.35
CUST00130,2025-11-11,5999,1897.27,17,111.6
CUST00130,2025-11-11,5411,168.67,11,15.33
CUST00130,2025-11-11,5311,1302.55,23,56.63
CUST00115,2025-11-11,5912,1170.3,18,65.02
CUST00115,2025-11-11,5812,447.04,13,34.39
CUST00115,2025-11-11,5732,694.92,24,28.96
CUST00115,2025-11-11,5311,763.04,14,54.5
CUST00363,2025-11-11,5912,1402.7,6,233.78
CUST00324,2025-11-11,5814,1427.37,4,356.84
CUST00324,2025-11-11,5912,768.1,26,29.54
CUST00324,2025-11-11,5541,120.01,17,7.06
CUST00265,2025-11-11,5311,953.93,5,190.79
CUST00265,2025-11-11,5732,378.52,24,15.77
CUST00265,2025-11-11,5812,1760.59,5,352.12
CUST00036,2025-11-11,5541,904.15,13,69.55
CUST00036,2025-11-11,5912,926.08,26,35.62
CUST00036,2025-11-11,5411,120.49,3,40.16
CUST00336,2025-11-11,5311,582.31,14,41.59
CUST00336,2025-11-11,5814,238.65,16,14.92
CUST00336,2025-11-11,5541,1513.64,27,56.06
CUST00336,2025-11-11,5732,1832.02,18,101.78
CUST00129,2025-11-11,5999,1688.14,29,58.21
CUST00129,2025-11-11,5912,886.17,27,32.82
CUST00129,2025-11-11,5814,501.93,12,41.83
CUST00315,2025-11-11,5732,1393.55,21,66.36
CUST00315,2025-11-11,5411,1272.84,14,90.92
CUST00377,2025-11-11,5541,1386.69,23,60.29
CUST00075,2025-11-11,5411,737.19,2,368.6
CUST00474,2025-11-11,5812,613.6,20,30.68
CUST00177,2025-11-11,5732,398.05,25,15.92
CUST00177,2025-11-11,5999,343.34,6,57.22
CUST00177,2025-11-11,5912,1308.4,9,145.38
CUST00308,2025-11-11,5999,1841.8,19,96.94
CUST00347,2025-11-11,5411,1694.44,27,62.76
CUST00347,2025-11-11,5311,1834.31,4,458.58
CUST00493,2025-11-11,5411,759.85,14,54.27
CUST00493,2025-11-11,5912,1336.56,27,49.5
CUST00493,2025-11-11,5311,345.56,24,14.4
CUST00402,2025-11-11,5541,904.62,11,82.24
CUST00402,2025-11-11,5411,520.54,19,27.4
CUST00402,2025-11-11,5814,1508.42,24,62.85
CUST00402,2025-11-11,5999,350.67,12,29.22
CUST00416,2025-11-11,5812,723.44,26,27.82
CUST00416,2025-11-11,5912,676.38,20,33.82
CUST00416,2025-11-11,5541,1036.82,23,45.08
CUST00068,2025-11-11,5311,1262.44,5,252.49
CUST00068,2025-11-11,5999,1528.58,12,127.38
CUST00068,2025-11-11,5912,476.13,11,43.28
CUST00068,2025-11-11,5411,1174.03,21,55.91
CUST00378,2025-11-11,5311,1562.62,9,173.62
CUST00378,2025-11-11,5814,269.78,4,67.45
CUST00499,2025-11-11,5411,455.89,11,41.44
CUST00079,2025-11-11,5812,1459.41,15,97.29
CUST00079,2025-11-11,5732,540.83,9,60.09
CUST00314,2025-11-11,5912,1626.48,24,67.77
CUST00314,2025-11-11,5311,1409.35,14,100.67
CUST00466,2025-11-11,5541,1879.96,26,72.31
CUST00466,2025-11-11,5814,860.92,6,143.49
CUST00466,2025-11-11,5999,774.77,22,35.22
CUST00466,2025-11-11,5732,100.85,1,100.85
CUST00389,2025-11-11,5999,381.56,27,14.13
CUST00103,2025-11-11,5814,287.56,29,9.92
CUST00103,2025-11-11,5411,802.09,5,160.42
CUST00103,2025-11-11,5311,907.27,5,181.45
CUST00103,2025-11-11,5912,1994.73,7,284.96
CUST00269,2025-11-11,5812,1889.31,18,104.96
CUST00269,2025-11-11,5999,507.35,18,28.19
CUST00193,2025-11-11,5541,1216.66,28,43.45
CUST00193,2025-11-11,5311,418.15,23,18.18
CUST00193,2025-11-11,5812,891.07,19,46.9
CUST00440,2025-11-11,5812,451.91,7,64.56
CUST00094,2025-11-11,5311,323.16,27,11.97
CUST00094,2025-11-11,5541,739.82,3,246.61
CUST00219,2025-11-11,5999,1694.78,3,564.93
CUST00219,2025-11-11,5541,1237.09,25,49.48
CUST00038,2025-11-11,5814,1385.56,13,106.58
CUST00208,2025-11-11,5812,1427.4,29,49.22
CUST00208,2025-11-11,5541,1829.81,21,87.13
CUST00208,2025-11-11,5912,1839.45,26,70.75
CUST00208,2025-11-11,5311,1101.53,12,91.79
CUST00415,2025-11-11,5541,1001.4,27,37.09
CUST00248,2025-11-11,5311,851.41,24,35.48
CUST00201,2025-11-11,5311,1485.25,9,165.03
CUST00384,2025-11-11,5411,1351.62,6,225.27
CUST00384,2025-11-11,5311,1888.36,29,65.12
CUST00384,2025-11-11,5912,1190.12,22,54.1
CUST00421,2025-11-11,5541,863.6,12,71.97
CUST00107,2025-11-11,5814,720.69,24,30.03
CUST00033,2025-11-11,5912,1293.07,21,61.57
CUST00033,2025-11-11,5732,118.62,13,9.12
CUST00033,2025-11-11,5999,734.17,12,61.18
CUST00033,2025-11-11,5411,1908.36,15,127.22
CUST00086,2025-11-11,5812,546.06,20,27.3
CUST00086,2025-11-11,5814,1411.37,8,176.42
CUST00323,2025-11-11,5411,1883.78,22,85.63
EDGE002,2025-11-11,5732,1783.02,24,74.29
EDGE002,2025-11-11,5812,1476.01,23,64.17
EDGE002,2025-11-11,5311,1154.71,27,42.77
EDGE002,2025-11-11,5912,1253.65,17,73.74
CUST00395,2025-11-11,5411,1824.99,26,70.19
CUST00395,2025-11-11,5912,913.84,19,48.1
CUST00395,2025-11-11,5541,1104.16,18,61.34
CUST00487,2025-11-11,5732,1897.82,6,316.3
CUST00487,2025-11-11,5812,1276.51,27,47.28
CUST00051,2025-11-11,5812,600.63,3,200.21
CUST00051,2025-11-11,5411,1742.03,1,1742.03
CUST00051,2025-11-11,5912,1725.83,3,575.28
CUST00051,2025-11-11,5311,1560.66,26,60.03
CUST00019,2025-11-11,5732,233.77,18,12.99
CUST00019,2025-11-11,5814,400.81,23,17.43
CUST00019,2025-11-11,5812,1666.33,6,277.72
CUST00187,2025-11-11,5999,637.7,4,159.43
CUST00187,2025-11-11,5912,798.58,25,31.94
CUST00098,2025-11-11,5411,979.88,12,81.66
CUST00098,2025-11-11,5999,386.04,16,24.13
CUST00098,2025-11-11,5311,1726.22,29,59.52
CUST00249,2025-11-11,5999,1654.48,27,61.28
CUST00249,2025-11-11,5311,1559.41,29,53.77
CUST00204,2025-11-11,5999,972.27,14,69.45
CUST00262,2025-11-11,5732,1404.53,6,234.09
CUST00262,2025-11-11,5311,503.92,21,24.0
CUST00443,2025-11-11,5732,222.6,14,15.9
CUST00443,2025-11-11,5999,1048.4,9,116.49
CUST00443,2025-11-11,5812,212.97,25,8.52
CUST00084,2025-11-11,5311,1171.37,25,46.85
CUST00084,2025-11-11,5999,1253.58,14,89.54
CUST00084,2025-11-11,5411,1543.28,24,64.3
CUST00008,2025-11-11,5814,1698.24,19,89.38
CUST00008,2025-11-11,5311,1516.9,1,1516.9
CUST00198,2025-11-11,5999,268.5,8,33.56
CUST00198,2025-11-11,5411,627.47,28,22.41
CUST00154,2025-11-11,5541,1132.54,17,66.62
CUST00154,2025-11-11,5814,830.89,15,55.39
CUST00355,2025-11-11,5999,775.12,10,77.51
CUST00355,2025-11-11,5541,122.16,9,13.57
CUST00355,2025-11-11,5311,347.22,11,31.57
CUST00355,2025-11-11,5411,811.59,20,40.58
CUST00437,2025-11-11,5814,394.2,5,78.84
CUST00437,2025-11-11,5411,1713.13,19,90.16
CUST00437,2025-11-11,5912,1396.38,14,99.74
CUST00027,2025-11-11,5732,1876.9,11,170.63
CUST00027,2025-11-11,5999,305.44,20,15.27
CUST00027,2025-11-11,5912,1100.99,27,40.78
CUST00027,2025-11-11,5311,676.63,29,23.33
CUST00477,2025-11-11,5812,423.41,4,105.85
CUST00477,2025-11-11,5912,1228.21,26,47.24
CUST00477,2025-11-11,5999,278.74,12,23.23
CUST00477,2025-11-11,5411,506.06,8,63.26
CUST00184,2025-11-11,5912,1821.73,9,202.41
CUST00046,2025-11-11,5912,682.71,21,32.51
CUST00046,2025-11-11,5541,1954.65,19,102.88
CUST00190,2025-11-11,5411,515.09,5,103.02
CUST00190,2025-11-11,5912,1261.27,3,420.42
CUST00190,2025-11-11,5311,422.44,9,46.94
CUST00190,2025-11-11,5812,570.26,7,81.47
CUST00428,2025-11-11,5541,1968.56,10,196.86
CUST00428,2025-11-11,5732,983.68,1,983.68
CUST00428,2025-11-11,5411,749.47,1,749.47
CUST00409,2025-11-11,5311,381.93,20,19.1
CUST00409,2025-11-11,5812,165.07,1,165.07
CUST00330,2025-11-11,5411,1574.2,6,262.37
CUST00104,2025-11-11,5411,1573.5,22,71.52
CUST00104,2025-11-11,5999,864.98,26,33.27
CUST00442,2025-11-11,5411,882.24,11,80.2
CUST00255,2025-11-11,5732,1201.96,10,120.2
CUST00255,2025-11-11,5912,1230.15,11,111.83
CUST00255,2025-11-11,5541,796.52,10,79.65
CUST00045,2025-11-11,5814,305.81,15,20.39
CUST00045,2025-11-11,5999,569.42,2,284.71
CUST00045,2025-11-11,5732,1191.51,2,595.76
CUST00045,2025-11-11,5411,739.27,6,123.21
CUST00194,2025-11-11,5999,811.28,4,202.82
CUST00261,2025-11-11,5311,999.58,16,62.47
CUST00261,2025-11-11,5411,1382.65,25,55.31
CUST00261,2025-11-11,5999,1510.13,7,215.73
CUST00261,2025-11-11,5812,1373.94,13,105.69
CUST00277,2025-11-11,5814,428.23,5,85.65
CUST00277,2025-11-11,5812,383.74,5,76.75
CUST00339,2025-11-11,5311,813.37,7,116.2
CUST00400,2025-11-11,5311,1018.68,15,67.91
CUST00060,2025-11-11,5732,1513.85,21,72.09
CUST00060,2025-11-11,5311,1971.63,29,67.99
CUST00060,2025-11-11,5912,1101.21,11,100.11
CUST00062,2025-11-11,5999,1098.93,3,366.31
CUST00369,2025-11-11,5814,1128.41,29,38.91
CUST00369,2025-11-11,5812,1278.75,11,116.25
CUST00073,2025-11-11,5311,332.6,11,30.24
CUST00073,2025-11-11,5411,1212.05,16,75.75
CUST00073,2025-11-11,5814,474.95,26,18.27
CUST00073,2025-11-11,5541,1790.18,16,111.89
CUST00254,2025-11-11,5814,986.13,11,89.65
CUST00254,2025-11-11,5311,1764.73,19,92.88
CUST00254,2025-11-11,5732,1859.52,20,92.98
CUST00254,2025-11-11,5912,1219.04,18,67.72
CUST00074,2025-11-11,5812,1563.32,5,312.66
CUST00074,2025-11-11,5912,467.64,3,155.88
CUST00074,2025-11-11,5999,136.32,18,7.57
CUST00099,2025-11-11,5999,652.99,9,72.55
CUST00099,2025-11-11,5541,1347.28,1,1347.28
CUST00246,2025-11-11,5812,649.78,9,72.2
CUST00037,2025-11-11,5999,1442.95,10,144.29
CUST00037,2025-11-11,5732,849.15,11,77.2
CUST00056,2025-11-11,5814,857.84,14,61.27
CUST00429,2025-11-11,5311,107.66,25,4.31
CUST00429,2025-11-11,5812,1450.96,28,51.82
CUST00429,2025-11-11,5814,541.2,6,90.2
CUST00429,2025-11-11,5411,1472.64,7,210.38
CUST00010,2025-11-11,5541,616.95,26,23.73
CUST00270,2025-11-11,5912,1884.44,18,104.69
CUST00081,2025-11-11,5411,1499.87,14,107.13
CUST00081,2025-11-11,5814,1891.65,16,118.23
CUST00081,2025-11-11,5812,1762.01,24,73.42
CUST00081,2025-11-11,5912,1880.87,20,94.04
CUST00117,2025-11-11,5912,1457.77,7,208.25
CUST00117,2025-11-11,5999,132.84,1,132.84
CUST00117,2025-11-11,5732,1787.63,24,74.48
CUST00117,2025-11-11,5411,312.03,2,156.01
CUST00028,2025-11-11,5732,1530.28,17,90.02
CUST00028,2025-11-11,5812,1442.15,17,84.83
CUST00342,2025-11-11,5999,320.64,7,45.81
CUST00342,2025-11-11,5311,1390.54,9,154.5
CUST00109,2025-11-11,5311,143.86,9,15.98
CUST00500,2025-11-11,5814,750.1,18,41.67
CUST00236,2025-11-11,5999,325.44,18,18.08
CUST00176,2025-11-11,5541,1430.59,27,52.98
CUST00176,2025-11-11,5311,336.68,26,12.95
CUST00176,2025-11-11,5411,1411.36,19,74.28
CUST00259,2025-11-11,5912,455.58,1,455.58
CUST00259,2025-11-11,5732,1091.8,7,155.97
CUST00259,2025-11-11,5814,1769.47,3,589.82
CUST00259,2025-11-11,5311,1151.26,11,104.66
CUST00486,2025-11-11,5411,1390.09,11,126.37
CUST00486,2025-11-11,5732,1845.43,8,230.68
CUST00486,2025-11-11,5814,447.05,27,16.56
CUST00486,2025-11-11,5812,806.14,2,403.07
CUST00078,2025-11-11,5814,1517.38,21,72.26
CUST00078,2025-11-11,5732,571.38,23,24.84
CUST00078,2025-11-11,5812,437.38,16,27.34
CUST00290,2025-11-11,5814,482.07,7,68.87
CUST00290,2025-11-11,5812,1850.7,15,123.38
CUST00290,2025-11-11,5541,437.06,29,15.07
CUST00030,2025-11-11,5999,983.74,6,163.96
CUST00030,2025-11-11,5541,103.09,20,5.15
CUST00110,2025-11-11,5999,980.68,27,36.32
CUST00110,2025-11-11,5541,1451.03,16,90.69
CUST00110,2025-11-11,5732,390.82,24,16.28
CUST00110,2025-11-11,5411,346.85,19,18.26
CUST00024,2025-11-11,5732,1927.34,22,87.61
CUST00468,2025-11-11,5311,1995.83,3,665.28
CUST00468,2025-11-11,5411,568.78,1,568.78
CUST00468,2025-11-11,5812,1544.3,25,61.77
CUST00468,2025-11-11,5814,796.81,14,56.91
CUST00218,2025-11-11,5311,179.77,27,6.66
CUST00218,2025-11-11,5732,218.87,6,36.48
CUST00040,2025-11-11,5411,761.19,18,42.29
CUST00133,2025-11-11,5812,591.68,19,31.14
CUST00133,2025-11-11,5411,1290.12,3,430.04
CUST00091,2025-11-11,5541,305.42,15,20.36
CUST00091,2025-11-11,5999,420.56,9,46.73
CUST00450,2025-11-11,5812,1559.98,2,779.99
CUST00089,2025-11-11,5541,1165.08,13,89.62
CUST00152,2025-11-11,5912,169.77,22,7.72
CUST00325,2025-11-11,5541,1073.15,20,53.66
CUST00366,2025-11-11,5814,333.91,16,20.87
CUST00366,2025-11-11,5912,1022.47,5,204.49
CUST00458,2025-11-11,5541,521.71,28,18.63
CUST00458,2025-11-11,5732,1413.64,22,64.26
CUST00212,2025-11-11,5814,1670.82,7,238.69
CUST00212,2025-11-11,5732,378.09,1,378.09
CUST00212,2025-11-11,5541,177.06,27,6.56
CUST00253,2025-11-11,5732,635.98,10,63.6
CUST00253,2025-11-11,5411,1832.77,3,610.92
CUST00379,2025-11-11,5411,1030.03,18,57.22
CUST00379,2025-11-11,5541,435.42,27,16.13
CUST00379,2025-11-11,5311,1734.9,28,61.96
CUST00379,2025-11-11,5912,196.49,9,21.83
CUST00256,2025-11-11,5541,987.34,25,39.49
CUST00256,2025-11-11,5411,123.27,15,8.22
CUST00256,2025-11-11,5812,778.3,19,40.96
CUST00256,2025-11-11,5999,1726.53,22,78.48
CUST00352,2025-11-11,5311,538.54,25,21.54
CUST00352,2025-11-11,5814,318.48,17,18.73
CUST00352,2025-11-11,5541,620.54,27,22.98
CUST00352,2025-11-11,5732,208.91,3,69.64
CUST00229,2025-11-11,5912,863.28,3,287.76
CUST00321,2025-11-11,5541,393.69,15,26.25
CUST00016,2025-11-11,5812,719.47,20,35.97
CUST00016,2025-11-11,5999,816.59,6,136.1
EDGE004,2025-11-11,5541,1981.56,27,73.39
CUST00266,2025-11-11,5912,1264.6,2,632.3
CUST00266,2025-11-11,5812,1807.0,1,1807.0
CUST00266,2025-11-11,5814,1325.33,24,55.22
CUST00266,2025-11-11,5541,1205.57,4,301.39
CUST00227,2025-11-11,5732,1365.41,15,91.03
CUST00227,2025-11-11,5311,1134.9,24,47.29
CUST00141,2025-11-11,5411,1584.0,3,528.0
CUST00141,2025-11-11,5311,1083.06,25,43.32
CUST00141,2025-11-11,5912,1636.85,20,81.84
CUST00141,2025-11-11,5732,516.76,2,258.38
CUST00482,2025-11-11,5999,188.58,5,37.72
CUST00482,2025-11-11,5541,353.24,18,19.62
CUST00482,2025-11-11,5912,1190.11,4,297.53
CUST00482,2025-11-11,5411,1206.11,14,86.15
CUST00267,2025-11-11,5912,1561.48,17,91.85
CUST00267,2025-11-11,5812,213.98,28,7.64
CUST00267,2025-11-11,5411,572.1,15,38.14
CUST00148,2025-11-11,5411,373.56,16,23.35
CUST00148,2025-11-11,5311,190.93,3,63.64
CUST00297,2025-11-11,5311,1917.34,3,639.11
CUST00297,2025-11-11,5812,1924.7,8,240.59
CUST00021,2025-11-11,5411,610.7,27,22.62
CUST00244,2025-11-11,5311,993.1,1,993.1
CUST00244,2025-11-11,5411,1385.76,12,115.48
CUST00244,2025-11-11,5732,262.65,7,37.52
CUST00244,2025-11-11,5541,649.28,15,43.29
CUST00444,2025-11-11,5411,1163.45,23,50.58
CUST00161,2025-11-11,5812,529.45,18,29.41
CUST00161,2025-11-11,5912,273.12,21,13.01
CUST00161,2025-11-11,5732,928.82,23,40.38
CUST00202,2025-11-11,5311,776.36,6,129.39
CUST00138,2025-11-11,5812,1595.41,19,83.97
CUST00138,2025-11-11,5999,1030.31,15,68.69
CUST00334,2025-11-11,5732,763.99,6,127.33
CUST00454,2025-11-11,5814,260.61,29,8.99
CUST00454,2025-11-11,5411,361.4,22,16.43
CUST00454,2025-11-11,5912,1034.61,20,51.73
CUST00454,2025-11-11,5732,1387.01,13,106.69
CUST00032,2025-11-11,5999,506.75,5,101.35
CUST00032,2025-11-11,5812,1617.83,24,67.41
CUST00032,2025-11-11,5912,414.69,27,15.36
CUST00306,2025-11-11,5311,1033.42,3,344.47
CUST00076,2025-11-11,5541,437.85,6,72.97
CUST00076,2025-11-11,5912,931.85,16,58.24
CUST00457,2025-11-11,5814,1453.26,16,90.83
CUST00457,2025-11-11,5311,945.95,5,189.19
CUST00017,2025-11-11,5812,554.19,25,22.17
CUST00147,2025-11-11,5541,1711.33,23,74.41
CUST00147,2025-11-11,5814,1006.53,28,35.95
CUST00147,2025-11-11,5732,1856.64,2,928.32
CUST00147,2025-11-11,5812,1917.57,18,106.53
CUST00050,2025-11-11,5732,1565.09,29,53.97
CUST00050,2025-11-11,5541,362.2,20,18.11
CUST00050,2025-11-11,5311,1291.45,28,46.12
CUST00097,2025-11-11,5912,1839.75,17,108.22
CUST00322,2025-11-11,5912,1343.28,3,447.76
CUST00228,2025-11-11,5999,321.93,29,11.1
CUST00228,2025-11-11,5311,947.04,26,36.42
CUST00228,2025-11-11,5541,1785.98,23,77.65
CUST00228,2025-11-11,5812,1979.04,20,98.95
CUST00279,2025-11-11,5311,1658.96,26,63.81
CUST00279,2025-11-11,5732,1925.86,22,87.54
CUST00279,2025-11-11,5912,446.04,20,22.3
CUST00001,2025-11-11,5812,1055.8,10,105.58
CUST00001,2025-11-11,5541,1460.97,15,97.4
CUST00001,2025-11-11,5912,128.55,10,12.86
CUST00291,2025-11-11,5541,1683.8,11,153.07
CUST00291,2025-11-11,5732,1370.78,10,137.08
CUST00271,2025-11-11,5541,1870.16,13,143.86
CUST00271,2025-11-11,5912,918.17,26,35.31
CUST00155,2025-11-11,5912,1633.25,10,163.33
CUST00088,2025-11-11,5912,1040.21,19,54.75
CUST00088,2025-11-11,5541,1874.7,10,187.47
CUST00088,2025-11-11,5311,1830.88,5,366.18
CUST00088,2025-11-11,5411,760.99,10,76.1
CUST00102,2025-11-11,5912,931.49,27,34.5
CUST00102,2025-11-11,5812,719.2,9,79.91
CUST00286,2025-11-11,5912,1854.53,15,123.64
CUST00286,2025-11-11,5411,759.37,27,28.12
CUST00286,2025-11-11,5732,321.19,16,20.07
CUST00286,2025-11-11,5999,1764.99,20,88.25
CUST00289,2025-11-11,5541,1087.0,7,155.29
CUST00289,2025-11-11,5732,1544.49,21,73.55
CUST00287,2025-11-11,5912,1921.47,22,87.34
CUST00287,2025-11-11,5411,462.3,28,16.51
CUST00287,2025-11-11,5812,1287.57,20,64.38
CUST00144,2025-11-11,5411,196.13,4,49.03
CUST00163,2025-11-11,5411,1216.46,6,202.74
CUST00163,2025-11-11,5812,1772.59,9,196.95
CUST00131,2025-11-11,5814,1173.27,15,78.22
CUST00131,2025-11-11,5912,1438.52,3,479.51
CUST00131,2025-11-11,5999,423.13,17,24.89
CUST00131,2025-11-11,5311,273.82,19,14.41
CUST00224,2025-11-11,5812,906.41,16,56.65
CUST00224,2025-11-11,5814,1433.31,24,59.72
CUST00127,2025-11-11,5912,1042.4,11,94.76
CUST00127,2025-11-11,5732,1951.19,11,177.38
CUST00127,2025-11-11,5812,868.68,25,34.75
CUST00127,2025-11-11,5814,1209.29,4,302.32
CUST00069,2025-11-11,5311,876.65,26,33.72
CUST00069,2025-11-11,5541,573.6,18,31.87
CUST00252,2025-11-11,5814,1285.12,1,1285.12
CUST00162,2025-11-11,5814,1513.29,2,756.64
CUST00178,2025-11-11,5999,1650.45,13,126.96
CUST00178,2025-11-11,5814,840.95,18,46.72
CUST00178,2025-11-11,5541,958.55,23,41.68
CUST00178,2025-11-11,5812,120.35,17,7.08
CUST00430,2025-11-11,5541,418.18,7,59.74
CUST00430,2025-11-11,5999,575.05,22,26.14
CUST00337,2025-11-11,5541,1861.05,4,465.26
CUST00337,2025-11-11,5812,369.66,19,19.46
CUST00337,2025-11-11,5814,596.29,26,22.93
CUST00337,2025-11-11,5311,910.05,5,182.01
CUST00071,2025-11-11,5814,1191.43,17,70.08
CUST00071,2025-11-11,5912,668.15,2,334.08
CUST00071,2025-11-11,5541,656.01,13,50.46
CUST00192,2025-11-11,5814,729.02,22,33.14
CUST00192,2025-11-11,5812,139.07,21,6.62
CUST00192,2025-11-11,5411,1818.91,18,101.05
CUST00446,2025-11-11,5311,611.78,13,47.06
CUST00446,2025-11-11,5912,968.39,27,35.87
CUST00354,2025-11-11,5814,1094.16,20,54.71
CUST00354,2025-11-11,5912,461.25,7,65.89
CUST00354,2025-11-11,5411,1456.1,26,56.0
CUST00272,2025-11-11,5311,387.62,3,129.21
CUST00272,2025-11-11,5912,1814.67,22,82.49
CUST00272,2025-11-11,5999,1109.78,26,42.68
CUST00272,2025-11-11,5732,1149.02,24,47.88
CUST00047,2025-11-11,5812,306.91,4,76.73
CUST00047,2025-11-11,5999,105.06,10,10.51
CUST00047,2025-11-11,5411,1555.8,12,129.65
CUST00067,2025-11-11,5912,400.7,11,36.43
CUST00067,2025-11-11,5411,1975.32,19,103.96
CUST00067,2025-11-11,5311,1538.89,6,256.48
CUST00067,2025-11-11,5812,1828.88,16,114.31
CUST00490,2025-11-11,5411,665.62,28,23.77
CUST00142,2025-11-11,5814,1213.88,15,80.93
CUST00233,2025-11-11,5411,1830.68,11,166.43
CUST00233,2025-11-11,5311,1939.08,10,193.91
CUST00233,2025-11-11,5999,797.08,14,56.93
CUST00233,2025-11-11,5812,965.07,17,56.77
CUST00242,2025-11-11,5411,256.03,17,15.06
CUST00242,2025-11-11,5732,1161.37,17,68.32
CUST00164,2025-11-11,5541,445.96,22,20.27
CUST00164,2025-11-11,5999,1136.43,18,63.14
CUST00164,2025-11-11,5812,1189.16,19,62.59
CUST00274,2025-11-11,5311,752.84,28,26.89
CUST00274,2025-11-11,5912,1319.45,13,101.5
CUST00274,2025-11-11,5814,818.73,29,28.23
CUST00331,2025-11-11,5311,434.4,14,31.03
CUST00331,2025-11-11,5814,1863.19,21,88.72
CUST00195,2025-11-11,5411,682.89,19,35.94
CUST00195,2025-11-11,5541,707.4,18,39.3
